property_id,property_name,property_types,floor_level,completion_year,facing
property_432,"2 Bed, 2 Bath Apartment for Sale in Tonle Bassac",Apartment,21.0,2020,
property_433,"1 Bed, 1 Bath Apartment for Sale in Sangkat Buon",Apartment,7.0,2020,
property_434,"4 Bed, 5 Bath House for Sale in ARATA Garden Residences",House,3.0,2021,
property_435,"4 Bed, 5 Bath House for Sale in Russey Keo",House,,2021,
property_436,"1 Bed, 1 Bath House for Sale in BKK 2",House,,2021,N
property_437,"4 Bed, 4 Bath House for Sale in Prey Sa",House,3.0,2021,S
property_438,"4 Bed, 5 Bath House for Sale & Rent in Boeung Tumpun",House,,2021,
property_439,"1 Bed, 1 Bath Apartment for Sale in L Residence Borei Keila",Apartment,17.0,2022,
property_440,"3 Bed, 2 Bath Condo for Sale in The Bridge",Condo,17.0,2018,
property_441,"7 Bed, 7 Bath Villa for Sale & Rent in Chak Angrae Leu",Villa,,2018,E
property_442,Land for Sale in Kamboul,Land/Development,,2018,
property_443,"1 Bed, 1 Bath Condo for Sale in The Bridge",Condo,25.0,2018,
property_444,"1 Bed, 1 Bath Condo for Sale in The Bridge",Condo,19.0,2018,
property_445,"1 Bed, 1 Bath Condo for Sale in The Bridge",Condo,17.0,2018,
property_446,"2 Bed, 2 Bath Condo for Sale in J Tower 2 Condominium",Condo,18.0,2022,N
property_447,"4 Bed, 5 Bath Link House for Sale in Preaek Lieb",Unit,,2022,
property_448,"1 Bed, 1 Bath Condo for Sale in Toul Kork Lane",Condo,13.0,2024,
property_449,"2 Bed, 2 Bath Condo for Sale in J Tower 2 Condominium",Condo,26.0,2022,N
property_450,Land for Sale in Kamboul,Land/Development,,2022,
property_451,Land for Sale in Tien,Land/Development,,2022,
property_452,"5 Bed, 5 Bath House for Sale in BKK 3",House,3.0,2022,N
property_453,"2 Bed, 6 Bath Twin Villa for Sale in Borey Peng Huoth : The Star Diamond",Twin Villa,3.0,2022,
property_454,"8 Bed, 9 Bath Villa for Sale in Borey Peng Huoth : The Star Diamond",Villa,3.0,2022,
property_455,"4 Bed, 5 Bath Link House for Sale in Phnom Penh Thmey",Unit,3.0,2022,
property_456,"4 Bed, 5 Bath Link House for Sale in Phnom Penh Thmey",Unit,3.0,2022,
property_457,"4 Bed, 5 Bath Link House for Sale in Phnom Penh Thmey",Unit,3.0,2022,
property_458,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Borey Peng Huoth : The Star Platinum Mercurean II",Twin Villa,3.0,2022,E
property_459,"6 Bed, 8 Bath Villa for Sale & Rent in Chak Angrae Leu",Villa,3.0,2022,S
property_460,"5 Bed, 6 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Rosato",Twin Villa,3.0,2022,N
property_461,"3 Bed, 4 Bath Link House for Sale in Borey Peng Huoth: The Star Platinum",Unit,3.0,2022,N
property_462,"4 Bed, 5 Bath Shophouse for Sale & Rent in Preaek Lieb",Shophouse,3.0,2022,S
property_463,"2 Bed, 3 Bath Link House for Sale in Borey Peng Huoth : The Star Platinum Mercurean II",Unit,3.0,2022,S
property_464,"5 Bed, 6 Bath Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum Eco Veranda",Villa,3.0,2022,N
property_465,"5 Bed, 6 Bath Twin Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum Eco Melody",Twin Villa,3.0,2022,E
property_466,"4 Bed, 5 Bath Link House for Sale in Borey Peng Huoth: The Star Platinum Eco Delta",Unit,3.0,2022,S
property_467,"8 Bed, 9 Bath Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum Mastery",Villa,3.0,2022,S
property_468,"5 Bed, 6 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Delta",Twin Villa,3.0,2022,S
property_469,"4 Bed, 5 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Delta",Twin Villa,3.0,2022,S
property_470,"4 Bed, 5 Bath Link House for Sale in Veal Sbov",Unit,3.0,2022,S
property_471,House for Sale in Boeung Tumpun,House,,2022,
property_472,"1 Bed, 1 Bath Condo for Sale in BKK 3",Condo,13.0,2022,N
property_473,Land for Sale in Ou Krasar,Land/Development,,2022,
property_474,"4 Bed, 5 Bath Twin Villa for Sale in Phnom Penh Thmey",Twin Villa,3.0,2022,
property_475,"12 Bed, 12 Bath Villa for Sale in Svay Dankum",Villa,,2022,
property_476,"6 Bed, 6 Bath Villa for Sale in Siem Reap",Villa,,2022,
property_477,"5 Bed, 5 Bath Villa for Sale in Boeung Tumpun",Villa,,2022,
property_478,"3 Bed, 3 Bath Condo for Sale & Rent in Tonle Bassac",Condo,26.0,2022,
property_479,Land for Sale in Ou Krasar,Land/Development,,2022,
property_480,"4 Bed, 6 Bath House for Sale in Russey Keo",House,3.0,2022,E
property_481,"6 Bed, 9 Bath Shophouse for Sale in Boeung Prolit",Shophouse,5.0,2022,
property_482,"3 Bed, 3 Bath Condo for Sale in Orkide The Royal Condominium",Condo,3.0,2021,
property_483,"2 Bed, 1 Bath Condo for Sale in Boeung Tumpun 2",Condo,10.0,2021,
property_484,"1 Bed, 1 Bath Studio for Sale in Royal Park Condo",Studio,7.0,2020,
property_485,"3 Bed, 4 Bath Shophouse for Sale in Andoung Khmer",Shophouse,3.0,2020,
property_486,"5 Bed, 6 Bath Villa for Sale in Sala Kamraeuk",Villa,,2020,
property_487,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum Eco Melody",Twin Villa,3.0,2020,W/N
property_488,"1 Bed, 1 Bath Condo for Sale in Star City",Condo,7.0,2019,
property_489,Land for Sale in Ream,Land/Development,,2019,E
property_490,"2 Bed, 1 Bath Studio for Sale & Rent in Royal Park Condo",Studio,7.0,2020,
property_491,"2 Bed, 3 Bath House for Sale in Kandaek",House,,2020,
property_492,"6 Bed, 6 Bath House for Sale in Kouk Chak",House,,2020,
property_493,Land for Sale & Rent in BKK 1,Land/Development,2.0,2020,
property_494,"2 Bed, 2 Bath Condo for Sale in Embassy Central",Condo,17.0,2018,
property_495,"1 Bed, 1 Bath Condo for Sale in De Castle Royal Condominium",Condo,13.0,2014,W
property_496,"8 Bed, 9 Bath Villa for Sale & Rent in Phnom Penh Thmey",Villa,4.0,2014,
property_497,"3 Bed, 3 Bath House for Sale & Rent in Svay Dankum",House,2.0,2014,
property_498,"4 Bed, 5 Bath Shophouse for Sale & Rent in Preaek Lieb",Shophouse,3.0,2014,N/E
property_499,"4 Bed, 4 Bath House for Sale in Svay Dankum",House,2.0,2014,
property_500,"6 Bed, 4 Bath Flat House for Sale in Tuek L'ak 3",Retreat,,2014,
property_501,"4 Bed, 5 Bath Shophouse for Sale & Rent in Nirouth",Shophouse,3.0,2014,S
property_502,"2 Bed, 1 Bath House for Sale in Veal Vong",House,1.0,2014,E
property_503,Land for Sale in Svay Dankum,Land/Development,,2014,
property_504,"4 Bed, 5 Bath Twin Villa for Sale in Preaek Lieb",Twin Villa,3.0,2014,S
property_505,Land for Sale & Rent in Nirouth,Land/Development,3.0,2014,
property_506,"2 Bed, 1 Bath Apartment for Sale in Sen Sok Town",Apartment,,2014,S
property_507,"3 Bed, 3 Bath House for Sale in Stueng Mean chey",House,3.0,2014,W
property_508,"1 Bed, 1 Bath Condo for Sale in Royal Park Condo",Condo,6.0,2020,
property_509,"5 Bed, 6 Bath Shophouse for Sale & Rent in Preaek Lieb",Shophouse,3.0,2020,S
property_510,"5 Bed, 6 Bath Shophouse for Sale in Preaek Lieb",Shophouse,3.0,2020,W/N
property_511,"6 Bed, 4 Bath Twin Villa for Sale in Bak Kaeng",Twin Villa,3.0,2020,W
property_512,Land for Sale in Ta Khmao,Land/Development,,2020,
property_513,Land for Sale in Samraong Kraom,Land/Development,,2020,
property_514,"6 Bed, 4 Bath Link House for Sale in Phnom Penh Thmey",Unit,3.0,2020,
property_515,"4 Bed, 5 Bath House for Sale in Toul Svay Prey 1",House,4.0,2020,N
property_516,"20 Bed, 25 Bath Villa for Sale in Preaek Pra",Villa,3.0,2020,E
property_517,"7 Bed, 8 Bath Villa for Sale & Rent in Dangkao",Villa,3.0,2020,S
property_518,"4 Bed, 5 Bath Villa for Sale in Preaek Lieb",Villa,3.0,2020,
property_519,"2 Bed, 2 Bath Condo for Sale & Rent in Embassy Residences - Phnom Penh's Landmark Condominium",Condo,10.0,2020,
property_520,"3 Bed, 3 Bath Apartment for Sale & Rent in Chakto Mukh",Apartment,5.0,2020,
property_521,"5 Bed, 6 Bath Villa for Sale & Rent in Tuek Thla",Villa,2.0,2020,S
property_522,"4 Bed, 5 Bath Villa for Sale in Tuol Sangkae 1",Villa,2.0,2015,W/N
property_523,"8 Bed, 10 Bath Shophouse for Sale & Rent in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,,2015,W
property_524,"3 Bed, 2 Bath House for Sale in Boeung Salang",House,2.0,2015,
property_525,"5 Bed, 5 Bath Villa for Sale in Russey Keo",Villa,2.0,2015,
property_526,"3 Bed, 3 Bath House for Sale in Boeung Kak 1",House,2.0,2015,
property_527,"4 Bed, 6 Bath Shophouse for Sale in Kilomaetr Lekh Prammuoy",Shophouse,3.0,2015,
property_528,"4 Bed, 6 Bath Shophouse for Sale in Kilomaetr Lekh Prammuoy",Shophouse,3.0,2015,
property_529,"4 Bed, 6 Bath Shophouse for Sale in Orkidē Villa | The Royal",Shophouse,3.0,2021,S
property_530,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Eco Sunrise",Shophouse,3.0,2021,E/S
property_531,"5 Bed, 6 Bath Shophouse for Sale in Chroy Changvar",Shophouse,,2021,W
property_532,"5 Bed, 7 Bath Villa for Sale in Phnom Penh Thmey",Villa,2.0,2021,
property_533,"2 Bed, 1 Bath Condo for Sale in Boeung Kak 1",Condo,8.0,2021,
property_534,Land for Sale in Kouk Roka,Land/Development,,2021,
property_535,"5 Bed, 6 Bath Shophouse for Sale & Rent in Chroy Changvar",Shophouse,3.0,2021,E
property_536,"6 Bed, 6 Bath House for Sale in Dangkao",House,3.0,2021,S
property_537,"6 Bed, 3 Bath House for Sale in Toul Tum Poung 2",House,2.0,2021,
property_538,"5 Bed, 6 Bath House for Sale in Russey Keo",House,3.0,2021,
property_539,"5 Bed, 6 Bath Shophouse for Sale & Rent in Chroy Changvar",Shophouse,,2021,E
property_540,"5 Bed, 6 Bath Shophouse for Sale & Rent in Chroy Changvar",Shophouse,,2021,E
property_541,Land for Sale in Chum Kriel,Land/Development,,2021,
property_542,"5 Bed, 6 Bath Shophouse for Sale & Rent in Preaek Lieb",Shophouse,3.0,2021,W/N
property_543,"4 Bed, 5 Bath House for Sale in Russey Keo",House,3.0,2021,
property_544,"4 Bed, 4 Bath House for Sale in Boeung Salang",House,2.0,2021,W
property_545,"4 Bed, 2 Bath House for Sale in BKK 3",House,3.0,2021,S
property_546,"1 Bed, 1 Bath Condo for Sale in The Bridge",Condo,16.0,2018,
property_547,"4 Bed, 5 Bath House for Sale in Russey Keo",House,3.0,2018,
property_548,"4 Bed, 5 Bath House for Sale in Russey Keo",House,2.0,2018,
property_549,"2 Bed, 1 Bath Shophouse for Sale in Phsar Kandal II",Shophouse,,2018,
property_550,House for Sale in Chak Angrae Kraom,House,2.0,2018,
property_551,"5 Bed, 6 Bath Shophouse for Sale & Rent in Chroy Changvar",Shophouse,3.0,2018,W
property_552,"2 Bed, 3 Bath Link House for Sale in Preaek Ampil",Unit,2.0,2018,N
property_553,"3 Bed, 3 Bath Link House for Sale in Preaek Ampil",Unit,2.0,2018,S
property_554,"2 Bed, 3 Bath Shophouse for Sale in Cheung Kaeub",Shophouse,2.0,2018,S
property_555,"3 Bed, 2 Bath Condo for Sale in Camko City",Condo,8.0,2018,
property_556,"5 Bed, 6 Bath Villa for Sale & Rent in Chak Angrae Kraom",Villa,3.0,2018,S
property_557,Land for Sale in Preaek Thmei,Land/Development,,2018,
property_558,"1 Bed, 1 Bath Condo for Sale in Boeung Tumpun",Condo,23.0,2018,
property_559,"1 Bed, 1 Bath Condo for Sale in Veal Vong",Condo,19.0,2018,
property_560,"7 Bed, 4 Bath House for Sale & Rent in BKK 3",House,3.0,2018,N
property_561,Land for Sale in Samraong Kraom,Land/Development,,2018,
property_562,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Chroy Changvar",Twin Villa,3.0,2018,N
property_563,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Chroy Changvar",Twin Villa,3.0,2018,S
property_564,"4 Bed, 5 Bath Twin Villa for Sale in Chroy Changvar",Twin Villa,3.0,2018,S
property_565,Land for Sale in Kouk Roka,Land/Development,,2018,
property_566,Land for Sale in Kouk Roka,Land/Development,,2018,
property_567,"2 Bed, 3 Bath House for Sale in Prey Sa",House,1.0,2018,E
property_568,"2 Bed, 3 Bath House for Sale in Dangkao",House,1.0,2018,N
property_569,"5 Bed, 6 Bath Shophouse for Sale in Chroy Changvar",Shophouse,3.0,2018,S/W
property_570,"1 Bed, 1 Bath Studio for Sale in Boeung Kak 2",Studio,18.0,2018,
property_571,"4 Bed, 5 Bath Link House for Sale in Krang Thnong",Unit,3.0,2018,W
property_572,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,3.0,2018,S
property_573,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,3.0,2018,S
property_574,"2 Bed, 2 Bath House for Sale in Boeung Tumpun",House,2.0,2018,S
property_575,"2 Bed, 3 Bath House for Sale in Krang Thnong",House,3.0,2018,S
property_576,"5 Bed, 5 Bath Shophouse for Sale in Toul Svay Prey 2",Shophouse,3.0,2018,E
property_577,"4 Bed, 5 Bath Shophouse for Sale in Preaek Ta Sek",Shophouse,3.0,2018,S
property_578,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum",Twin Villa,3.0,2018,S
property_579,"1 Bed, 1 Bath Studio for Sale & Rent in Kouk Khleang",Studio,7.0,2018,
property_580,"1 Bed, 1 Bath Studio for Sale in Boeung Kak 2",Studio,16.0,2018,
property_581,Land for Sale in Kakap,Land/Development,,2018,
property_582,Land for Sale in Kouk Roka,Land/Development,,2018,
property_583,"2 Bed, 2 Bath Condo for Sale in Olympia City",Condo,20.0,2019,
property_584,"1 Bed, 1 Bath Condo for Sale & Rent in Mekong View Tower 6",Condo,15.0,2020,
property_585,"1 Bed, 1 Bath Condo for Sale in Phnom Penh Thmey",Condo,9.0,2020,
property_586,"3 Bed, 4 Bath Penthouse for Sale in Mekong View Tower 6",Penthouse,23.0,2020,
property_587,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,3.0,2020,S
property_588,"3 Bed, 3 Bath Shophouse for Sale & Rent in BKK 3",Shophouse,3.0,2020,S
property_589,"1 Bed, 1 Bath Studio for Sale in Boeung Kak 2",Studio,15.0,2020,
property_590,"4 Bed, 5 Bath Link House for Sale in Borey Peng Huoth: The Star Platinum Eco Romance",Unit,3.0,2020,N
property_591,Land for Sale in Kouk Khleang,Land/Development,,2020,
property_592,Land for Sale in Kamboul,Land/Development,,2020,
property_593,"4 Bed, 5 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Rosato",Twin Villa,,2020,E
property_594,"8 Bed, 10 Bath Link House for Sale in Veal Sbov",Unit,,2020,S
property_595,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum Euro Ville",Twin Villa,,2020,N
property_596,Land for Sale in Kbal Kaoh,Land/Development,,2020,
property_597,Flat for Sale in Kakab 2,Flat,,2020,N
property_598,Flat for Sale in Boeung Tumpun,Flat,,2020,
property_599,Land for Sale in Krang Thnong,Land/Development,,2020,
property_600,"4 Bed, 5 Bath Twin Villa for Sale in Borey Peng Huoth : The Star Diamond",Twin Villa,3.0,2020,E
property_601,"4 Bed, 5 Bath Flat for Sale in Chaom Chau 2",Flat,3.0,2020,N
property_602,"4 Bed, 5 Bath Shophouse for Sale in Chak Angrae Leu",Shophouse,3.0,2020,W
property_603,"1 Bed, 1 Bath Condo for Sale in BKK 3",Condo,8.0,2020,
property_604,"5 Bed, 6 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Melody",Twin Villa,3.0,2020,S/W
property_605,1 Bath Studio for Sale in Tonle Bassac,Studio,17.0,2020,
property_606,"2 Bed, 3 Bath House for Sale in Dangkao",House,,2020,
property_607,"4 Bed, 5 Bath Villa for Sale in Preaek Lieb",Villa,3.0,2020,
property_608,Land for Sale in Samraong Kraom,Land/Development,,2020,
property_609,"4 Bed, 5 Bath Link House for Sale in Borey Peng Huoth: The Star Platinum Eco Delta",Unit,3.0,2020,N
property_610,"1 Bed, 1 Bath Condo for Sale in The Skyline",Condo,30.0,2020,
property_611,"4 Bed, 5 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Melody",Twin Villa,,2020,E
property_612,Land for Sale in Tien,Land/Development,,2020,
property_613,"6 Bed, 4 Bath House for Sale in Tumnob Tuek",House,,2020,
property_614,"4 Bed, 5 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Romance",Twin Villa,3.0,2020,E
property_615,"4 Bed, 5 Bath Shophouse for Sale in Nirouth",Shophouse,3.0,2020,W
property_616,"7 Bed, 9 Bath Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Veranda",Villa,3.0,2020,N
property_617,"4 Bed, 5 Bath Shophouse for Sale & Rent in Borey Peng Huoth : The Star Diamond",Shophouse,3.0,2020,W
property_618,"6 Bed, 7 Bath Villa for Sale in Preaek Aeng",Villa,2.0,2020,E
property_619,"1 Bed, 1 Bath Condo for Sale in Nirouth",Condo,8.0,2020,
property_620,Land for Sale in Ta Khmao,Land/Development,,2020,
property_621,"3 Bed, 4 Bath Shophouse for Sale in Boeung Salang",Shophouse,,2020,
property_622,Land for Sale in Kamboul,Land/Development,,2020,
property_623,"2 Bed, 2 Bath Condo for Sale & Rent in Boeung Kak 1",Condo,7.0,2020,
property_624,"4 Bed, 5 Bath Twin Villa for Sale in Chrang Chamres I",Twin Villa,,2020,N
property_625,Land for Sale & Rent in Toul Tum Poung 2,Land/Development,,2020,
property_626,Land for Sale in Toul Tum Poung 2,Land/Development,,2020,
property_627,"4 Bed, 5 Bath Villa for Sale & Rent in Preaek Aeng",Villa,,2020,E
property_628,"4 Bed, 5 Bath Villa for Sale in Veal Sbov",Villa,,2020,W
property_629,"4 Bed, 5 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Delta",Twin Villa,,2020,N/E
property_630,"4 Bed, 4 Bath Villa for Sale in Kamboul",Villa,2.0,2020,
property_631,"4 Bed, 4 Bath Villa for Sale in Kamboul",Villa,2.0,2020,
property_632,"4 Bed, 4 Bath Villa for Sale in Kamboul",Villa,2.0,2020,
property_633,"2 Bed, 1 Bath Condo for Sale in Chak Angrae Leu",Condo,,2020,
property_634,"4 Bed, 5 Bath Twin Villa for Sale in Preaek Aeng",Twin Villa,,2020,E
property_635,"1 Bed, 1 Bath Condo for Sale & Rent in Snowbell Hotel@The Bridge SOHO",Condo,19.0,2019,
property_636,"5 Bed, 5 Bath Villa for Sale in Ta Khmao",Villa,,2019,S
property_637,"5 Bed, 6 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Roseville",Twin Villa,,2019,W
property_638,"8 Bed, 9 Bath Twin Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum Euro Ville",Twin Villa,,2019,N
property_639,"5 Bed, 6 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Roseville",Twin Villa,,2019,S
property_640,"4 Bed, 5 Bath Link House for Sale in Borey Peng Huoth: The Star Platinum Eco Romance",Unit,,2019,N
property_641,"3 Bed, 3 Bath Condo for Sale in Chroy Changvar",Condo,7.0,2019,
property_642,"2 Bed, 2 Bath Condo for Sale & Rent in Boeng Reang",Condo,21.0,2019,
property_643,"4 Bed, 3 Bath Link House for Sale & Rent in Tuol Sangkae 2",Unit,,2019,S
property_644,"3 Bed, 4 Bath Flat House for Sale in Kouk Khleang",Retreat,,2019,E
property_645,"2 Bed, 2 Bath Condo for Sale in BKK 1",Condo,10.0,2019,N/E
property_646,"4 Bed, 5 Bath Shophouse for Sale in Nirouth",Shophouse,3.0,2019,S
property_647,"8 Bed, 10 Bath Shophouse for Sale & Rent in Veal Sbov",Shophouse,3.0,2019,W
property_648,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Eco Sunrise",Shophouse,3.0,2019,E/S
property_649,"3 Bed, 4 Bath Link House for Sale in Borey Peng Huoth : The Star Platinum Mercurean II",Unit,3.0,2019,S
property_650,Land for Sale in Trapeang Krasang,Land/Development,,2019,
property_651,"3 Bed, 3 Bath House for Sale in Samraong Kraom",House,2.0,2019,
property_652,"2 Bed, 1 Bath Condo for Sale in BKK 3",Condo,24.0,2019,S
property_653,"4 Bed, 5 Bath Shophouse for Sale & Rent in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,3.0,2019,N
property_654,"4 Bed, 6 Bath Link House for Sale in Nirouth",Unit,3.0,2019,N
property_655,"4 Bed, 5 Bath Shophouse for Sale in Kilomaetr Lekh Prammuoy",Shophouse,3.0,2019,
property_656,"5 Bed, 7 Bath Villa for Sale in Tonle Bassac",Villa,,2019,
property_657,"5 Bed, 7 Bath Villa for Sale in Boeung Kak 1",Villa,,2019,N
property_658,Land for Sale in Chaom Chau 1,Land/Development,,2019,
property_659,"2 Bed, 2 Bath Condo for Sale in BKK 1",Condo,17.0,2019,N
property_660,"3 Bed, 2 Bath House for Sale & Rent in Chakto Mukh",House,,2019,
property_661,Land for Sale in Cheung Kaeub,Land/Development,,2019,
property_662,"4 Bed, 5 Bath Villa for Sale in Preaek Kampues",Villa,3.0,2019,
property_663,"4 Bed, 2 Bath House for Sale in BKK 3",House,3.0,2019,S
property_664,"2 Bed, 3 Bath Flat for Sale in Veal Sbov",Flat,,2019,E/S
property_665,"4 Bed, 5 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Athina",Twin Villa,,2019,E/S
property_666,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Eco Sunrise",Shophouse,,2019,E/S
property_667,"5 Bed, 6 Bath Villa for Sale in Veal Sbov",Villa,,2019,E/S
property_668,"5 Bed, 6 Bath Villa for Sale in Borey Peng Huoth: The Star Platinum Mastery",Villa,3.0,2019,
property_669,Land for Sale in Ponsang,Land/Development,,2019,
property_670,"5 Bed, 6 Bath Villa for Sale in Kouk Khleang",Villa,3.0,2019,
property_671,Land for Sale in Kamboul,Land/Development,,2019,
property_672,"4 Bed, 5 Bath Shophouse for Sale in Preaek Lieb",Shophouse,3.0,2019,
property_673,"5 Bed, 6 Bath House for Sale in Krang Thnong",House,,2019,S
property_674,"4 Bed, 6 Bath Twin Villa for Sale in Borey The Varina Sen Sok",Twin Villa,3.0,2021,N
property_675,"4 Bed, 5 Bath Shophouse for Sale in Kouk Khleang",Shophouse,3.0,2021,E
property_676,"4 Bed, 5 Bath Link House for Sale in Borey Peng Huoth : The Star Platinum Mercurean II",Unit,3.0,2021,S
property_677,"4 Bed, 5 Bath House for Sale in Tuek Thla",House,,2021,W
property_678,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,3.0,2021,N
property_679,"7 Bed, 8 Bath House for Sale in Nirouth",House,3.0,2021,W
property_680,"8 Bed, 13 Bath Villa for Sale in Nirouth",Villa,4.0,2021,W
property_681,Land for Sale in Akreiy Ksatr,Land/Development,,2021,
property_682,Land for Sale in Svay Chrum,Land/Development,,2021,
property_683,"1 Bed, 1 Bath Condo for Sale in Mekong View Tower 6",Condo,10.0,2020,
property_684,"2 Bed, 2 Bath Condo for Sale in Chroy Changvar",Condo,5.0,2020,
property_685,Land for Sale in Phsar Daeum Thkov,Land/Development,,2020,
property_686,"2 Bed, 2 Bath Condo for Sale in Chroy Changvar",Condo,5.0,2020,
property_687,"2 Bed, 2 Bath Condo for Sale in Svay Dankum",Condo,,2020,
property_688,"4 Bed, 5 Bath Flat for Sale in Boeung Tumpun",Flat,3.0,2020,
property_689,"4 Bed, 2 Bath Flat for Sale in Vihear Suork",Flat,,2020,N
property_690,"4 Bed, 5 Bath Flat for Sale in Kakap",Flat,3.0,2020,
property_691,"4 Bed, 5 Bath Shophouse for Sale & Rent in Borey Peng Huoth : The Star Diamond",Shophouse,3.0,2020,N
property_692,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,3.0,2020,S
property_693,"2 Bed, 3 Bath Flat for Sale in Veal Sbov",Flat,,2020,S/W
property_694,"2 Bed, 3 Bath Flat for Sale in Veal Sbov",Flat,,2020,N/E
property_695,"2 Bed, 3 Bath Flat for Sale in Ta Khmao",Flat,2.0,2020,W
property_696,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,3.0,2020,S
property_697,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Roseville",Shophouse,3.0,2020,W
property_698,"4 Bed, 5 Bath House for Sale in Tuek Thla",House,,2020,W
property_699,"2 Bed, 3 Bath House for Sale in Ta Khmao",House,1.0,2020,N
property_700,"10 Bed, 12 Bath Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Veranda",Villa,3.0,2020,N
property_701,"6 Bed, 6 Bath Flat for Sale in Veal Sbov",Flat,3.0,2020,S
property_702,"2 Bed, 2 Bath Condo for Sale in Olympia City",Condo,9.0,2019,N
property_703,"1 Bed, 1 Bath Apartment for Sale & Rent in Chroy Changvar",Apartment,12.0,2019,
property_704,"5 Bed, 6 Bath Villa for Sale in Borey Peng Huoth: The Star Platinum Herminus",Villa,3.0,2019,S
property_705,"4 Bed, 6 Bath Twin Villa for Sale in Chaom Chau",Twin Villa,3.0,2019,W/N
property_706,"2 Bed, 3 Bath Flat for Sale in Veal Sbov",Flat,2.0,2019,E
property_707,"4 Bed, 4 Bath House for Sale & Rent in BKK 2",House,,2019,E
property_708,"5 Bed, 4 Bath House for Sale in BKK 3",House,,2019,N
property_709,"1 Bed, 1 Bath Apartment for Sale & Rent in Boeung Trabek",Apartment,5.0,2019,
property_710,"1 Bed, 1 Bath Apartment for Sale & Rent in Olympic",Apartment,4.0,2019,
property_711,"4 Bed, 5 Bath Villa for Sale in Krang Thnong",Villa,,2019,
property_712,"4 Bed, 5 Bath Link House for Sale in Veal Sbov",Unit,,2019,
property_713,"3 Bed, 2 Bath House for Sale & Rent in Toul Tum Poung 2",House,,2019,
property_714,"9 Bed, 7 Bath House for Sale in Toul Svay Prey 1",House,,2019,S
property_715,"3 Bed, 4 Bath Villa for Sale in Ta Khmao",Villa,1.0,2019,W
property_716,"5 Bed, 8 Bath Twin Villa for Sale in Nirouth",Twin Villa,3.0,2019,W
property_717,"4 Bed, 5 Bath Shophouse for Sale in Veal Sbov",Shophouse,3.0,2019,N
property_718,"6 Bed, 5 Bath Villa for Sale & Rent in Chaom Chau 3",Villa,,2019,S
property_719,"11 Bed, 11 Bath Villa for Sale & Rent in BKK 3",Villa,,2019,S
property_720,"4 Bed, 5 Bath Villa for Sale in Nirouth",Villa,3.0,2019,N
property_721,"3 Bed, 3 Bath Link House for Sale in Nirouth",Unit,,2019,S
property_722,"4 Bed, 5 Bath Shophouse for Sale in Veal Sbov",Shophouse,3.0,2019,E/S
property_723,"5 Bed, 6 Bath Villa for Sale in Nirouth",Villa,3.0,2019,E
property_724,"3 Bed, 4 Bath Link House for Sale & Rent in Borey Peng Huoth : The Star Platinum Mercurean II",Unit,,2019,N/E
