amenity_id,property_id,amenity_name
amenity_9,property_1199,Non-Flooding
amenity_1,property_1200,Car Parking
amenity_2,property_1200,Commercial area
amenity_9,property_1200,Non-Flooding
amenity_1,property_1201,Car Parking
amenity_8,property_1201,Gym/Fitness Center
amenity_3,property_1201,Lift / Elevator
amenity_5,property_1201,Swimming Pool
amenity_1,property_1202,Car Parking
amenity_2,property_1202,Commercial area
amenity_9,property_1202,Non-Flooding
amenity_1,property_1203,Car Parking
amenity_2,property_1203,Commercial area
amenity_9,property_1203,Non-Flooding
No_amenities,property_1204,No amenities
amenity_1,property_1205,Car Parking
amenity_2,property_1205,Commercial area
amenity_9,property_1205,Non-Flooding
amenity_1,property_1206,Car Parking
amenity_2,property_1206,Commercial area
amenity_7,property_1206,Garden
amenity_9,property_1206,Non-Flooding
amenity_2,property_1207,Commercial area
amenity_9,property_1207,Non-Flooding
amenity_2,property_1208,Commercial area
amenity_9,property_1208,Non-Flooding
amenity_1,property_1209,Car Parking
amenity_2,property_1209,Commercial area
amenity_8,property_1209,Gym/Fitness Center
amenity_3,property_1209,Lift / Elevator
amenity_9,property_1209,Non-Flooding
amenity_5,property_1209,Swimming Pool
amenity_1,property_1210,Car Parking
amenity_2,property_1210,Commercial area
amenity_9,property_1210,Non-Flooding
amenity_1,property_1211,Car Parking
amenity_2,property_1211,Commercial area
amenity_9,property_1211,Non-Flooding
No_amenities,property_1212,No amenities
No_amenities,property_1213,No amenities
amenity_1,property_1214,Car Parking
amenity_2,property_1214,Commercial area
amenity_7,property_1214,Garden
amenity_9,property_1214,Non-Flooding
No_amenities,property_1215,No amenities
No_amenities,property_1216,No amenities
amenity_1,property_1217,Car Parking
amenity_2,property_1217,Commercial area
amenity_9,property_1217,Non-Flooding
amenity_1,property_1218,Car Parking
amenity_2,property_1218,Commercial area
amenity_9,property_1218,Non-Flooding
amenity_1,property_1219,Car Parking
amenity_2,property_1219,Commercial area
amenity_9,property_1219,Non-Flooding
amenity_1,property_1220,Car Parking
amenity_2,property_1220,Commercial area
amenity_8,property_1220,Gym/Fitness Center
amenity_3,property_1220,Lift / Elevator
amenity_9,property_1220,Non-Flooding
amenity_5,property_1220,Swimming Pool
amenity_10,property_1220,Backup Electricity / Generator
amenity_1,property_1221,Car Parking
amenity_2,property_1221,Commercial area
amenity_9,property_1221,Non-Flooding
amenity_1,property_1222,Car Parking
amenity_8,property_1222,Gym/Fitness Center
amenity_3,property_1222,Lift / Elevator
amenity_4,property_1222,On main road
amenity_5,property_1222,Swimming Pool
amenity_1,property_1223,Car Parking
amenity_2,property_1223,Commercial area
amenity_9,property_1223,Non-Flooding
amenity_1,property_1224,Car Parking
amenity_2,property_1224,Commercial area
amenity_8,property_1224,Gym/Fitness Center
amenity_3,property_1224,Lift / Elevator
amenity_9,property_1224,Non-Flooding
amenity_5,property_1224,Swimming Pool
amenity_1,property_1225,Car Parking
amenity_2,property_1225,Commercial area
amenity_8,property_1225,Gym/Fitness Center
amenity_3,property_1225,Lift / Elevator
amenity_9,property_1225,Non-Flooding
amenity_5,property_1225,Swimming Pool
amenity_1,property_1226,Car Parking
amenity_2,property_1226,Commercial area
amenity_3,property_1226,Lift / Elevator
amenity_9,property_1226,Non-Flooding
amenity_5,property_1226,Swimming Pool
No_amenities,property_1227,No amenities
amenity_1,property_1228,Car Parking
amenity_2,property_1228,Commercial area
amenity_6,property_1228,Common Area
amenity_7,property_1228,Garden
amenity_8,property_1228,Gym/Fitness Center
amenity_3,property_1228,Lift / Elevator
amenity_9,property_1228,Non-Flooding
amenity_10,property_1228,Backup Electricity / Generator
amenity_1,property_1229,Car Parking
amenity_2,property_1229,Commercial area
amenity_9,property_1229,Non-Flooding
No_amenities,property_1230,No amenities
No_amenities,property_1231,No amenities
amenity_1,property_1232,Car Parking
amenity_2,property_1232,Commercial area
amenity_9,property_1232,Non-Flooding
amenity_1,property_1233,Car Parking
amenity_2,property_1233,Commercial area
amenity_7,property_1233,Garden
amenity_8,property_1233,Gym/Fitness Center
amenity_3,property_1233,Lift / Elevator
amenity_9,property_1233,Non-Flooding
amenity_4,property_1233,On main road
amenity_5,property_1233,Swimming Pool
amenity_10,property_1233,Backup Electricity / Generator
amenity_1,property_1234,Car Parking
amenity_2,property_1234,Commercial area
amenity_9,property_1234,Non-Flooding
No_amenities,property_1235,No amenities
amenity_1,property_1236,Car Parking
amenity_2,property_1236,Commercial area
amenity_9,property_1236,Non-Flooding
amenity_9,property_1237,Non-Flooding
amenity_1,property_1238,Car Parking
amenity_2,property_1238,Commercial area
amenity_9,property_1238,Non-Flooding
amenity_1,property_1239,Car Parking
amenity_2,property_1239,Commercial area
amenity_9,property_1239,Non-Flooding
amenity_1,property_1240,Car Parking
amenity_2,property_1240,Commercial area
amenity_9,property_1240,Non-Flooding
amenity_1,property_1241,Car Parking
amenity_2,property_1241,Commercial area
amenity_7,property_1241,Garden
amenity_3,property_1241,Lift / Elevator
amenity_9,property_1241,Non-Flooding
amenity_4,property_1241,On main road
amenity_5,property_1241,Swimming Pool
amenity_10,property_1241,Backup Electricity / Generator
amenity_1,property_1242,Car Parking
amenity_2,property_1242,Commercial area
amenity_8,property_1242,Gym/Fitness Center
amenity_3,property_1242,Lift / Elevator
amenity_9,property_1242,Non-Flooding
amenity_5,property_1242,Swimming Pool
amenity_10,property_1242,Backup Electricity / Generator
amenity_1,property_1243,Car Parking
amenity_2,property_1243,Commercial area
amenity_9,property_1243,Non-Flooding
amenity_4,property_1243,On main road
amenity_1,property_1244,Car Parking
amenity_9,property_1244,Non-Flooding
amenity_1,property_1245,Car Parking
amenity_2,property_1245,Commercial area
amenity_8,property_1245,Gym/Fitness Center
amenity_3,property_1245,Lift / Elevator
amenity_9,property_1245,Non-Flooding
amenity_11,property_1245,Playground
amenity_5,property_1245,Swimming Pool
amenity_10,property_1245,Backup Electricity / Generator
amenity_1,property_1246,Car Parking
amenity_2,property_1246,Commercial area
amenity_1,property_1247,Car Parking
amenity_2,property_1247,Commercial area
amenity_8,property_1247,Gym/Fitness Center
amenity_3,property_1247,Lift / Elevator
amenity_9,property_1247,Non-Flooding
amenity_11,property_1247,Playground
amenity_5,property_1247,Swimming Pool
amenity_10,property_1247,Backup Electricity / Generator
No_amenities,property_1248,No amenities
amenity_1,property_1249,Car Parking
amenity_2,property_1249,Commercial area
amenity_9,property_1249,Non-Flooding
amenity_2,property_1250,Commercial area
amenity_9,property_1250,Non-Flooding
amenity_2,property_1251,Commercial area
amenity_9,property_1251,Non-Flooding
amenity_1,property_1252,Car Parking
amenity_2,property_1252,Commercial area
amenity_9,property_1252,Non-Flooding
amenity_1,property_1253,Car Parking
amenity_2,property_1253,Commercial area
amenity_9,property_1253,Non-Flooding
amenity_1,property_1254,Car Parking
amenity_2,property_1254,Commercial area
amenity_3,property_1254,Lift / Elevator
amenity_9,property_1254,Non-Flooding
amenity_1,property_1255,Car Parking
amenity_2,property_1255,Commercial area
amenity_9,property_1255,Non-Flooding
amenity_2,property_1256,Commercial area
amenity_1,property_1257,Car Parking
amenity_2,property_1257,Commercial area
amenity_7,property_1257,Garden
amenity_9,property_1257,Non-Flooding
amenity_1,property_1258,Car Parking
amenity_2,property_1258,Commercial area
amenity_9,property_1258,Non-Flooding
amenity_1,property_1259,Car Parking
amenity_2,property_1259,Commercial area
amenity_9,property_1259,Non-Flooding
amenity_1,property_1260,Car Parking
amenity_2,property_1260,Commercial area
amenity_9,property_1260,Non-Flooding
amenity_2,property_1261,Commercial area
amenity_9,property_1261,Non-Flooding
amenity_1,property_1262,Car Parking
amenity_2,property_1262,Commercial area
amenity_9,property_1262,Non-Flooding
amenity_1,property_1263,Car Parking
amenity_2,property_1263,Commercial area
amenity_7,property_1263,Garden
amenity_9,property_1263,Non-Flooding
amenity_1,property_1264,Car Parking
amenity_2,property_1264,Commercial area
amenity_9,property_1264,Non-Flooding
amenity_4,property_1264,On main road
amenity_1,property_1265,Car Parking
amenity_2,property_1265,Commercial area
amenity_9,property_1265,Non-Flooding
amenity_1,property_1266,Car Parking
amenity_2,property_1266,Commercial area
amenity_9,property_1266,Non-Flooding
amenity_1,property_1267,Car Parking
amenity_2,property_1267,Commercial area
amenity_9,property_1267,Non-Flooding
amenity_1,property_1268,Car Parking
amenity_9,property_1268,Non-Flooding
amenity_1,property_1269,Car Parking
amenity_9,property_1269,Non-Flooding
amenity_2,property_1270,Commercial area
amenity_9,property_1270,Non-Flooding
amenity_2,property_1271,Commercial area
amenity_9,property_1271,Non-Flooding
amenity_2,property_1272,Commercial area
amenity_9,property_1272,Non-Flooding
No_amenities,property_1273,No amenities
amenity_2,property_1274,Commercial area
amenity_9,property_1274,Non-Flooding
amenity_1,property_1275,Car Parking
amenity_9,property_1275,Non-Flooding
amenity_1,property_1276,Car Parking
amenity_2,property_1276,Commercial area
amenity_9,property_1276,Non-Flooding
amenity_1,property_1277,Car Parking
amenity_9,property_1277,Non-Flooding
amenity_1,property_1278,Car Parking
amenity_2,property_1278,Commercial area
amenity_9,property_1278,Non-Flooding
amenity_1,property_1279,Car Parking
amenity_2,property_1279,Commercial area
amenity_9,property_1279,Non-Flooding
amenity_1,property_1280,Car Parking
amenity_2,property_1280,Commercial area
amenity_9,property_1280,Non-Flooding
amenity_1,property_1281,Car Parking
amenity_2,property_1281,Commercial area
amenity_9,property_1281,Non-Flooding
amenity_1,property_1282,Car Parking
amenity_2,property_1282,Commercial area
amenity_9,property_1282,Non-Flooding
amenity_1,property_1283,Car Parking
amenity_2,property_1283,Commercial area
amenity_9,property_1283,Non-Flooding
amenity_2,property_1284,Commercial area
amenity_9,property_1284,Non-Flooding
amenity_1,property_1285,Car Parking
amenity_2,property_1285,Commercial area
amenity_3,property_1285,Lift / Elevator
amenity_9,property_1285,Non-Flooding
amenity_1,property_1286,Car Parking
amenity_2,property_1286,Commercial area
amenity_9,property_1286,Non-Flooding
amenity_1,property_1287,Car Parking
amenity_1,property_1288,Car Parking
amenity_2,property_1288,Commercial area
amenity_9,property_1288,Non-Flooding
amenity_2,property_1289,Commercial area
amenity_9,property_1289,Non-Flooding
amenity_1,property_1290,Car Parking
amenity_2,property_1290,Commercial area
amenity_7,property_1290,Garden
amenity_3,property_1290,Lift / Elevator
amenity_9,property_1290,Non-Flooding
amenity_10,property_1290,Backup Electricity / Generator
No_amenities,property_1291,No amenities
amenity_1,property_1292,Car Parking
amenity_2,property_1292,Commercial area
amenity_8,property_1292,Gym/Fitness Center
amenity_3,property_1292,Lift / Elevator
amenity_9,property_1292,Non-Flooding
amenity_5,property_1292,Swimming Pool
amenity_15,property_1292,Tennis Court
amenity_10,property_1292,Backup Electricity / Generator
amenity_1,property_1293,Car Parking
amenity_2,property_1293,Commercial area
amenity_9,property_1293,Non-Flooding
No_amenities,property_1294,No amenities
amenity_1,property_1295,Car Parking
amenity_2,property_1295,Commercial area
amenity_6,property_1295,Common Area
amenity_7,property_1295,Garden
amenity_8,property_1295,Gym/Fitness Center
amenity_3,property_1295,Lift / Elevator
amenity_9,property_1295,Non-Flooding
amenity_5,property_1295,Swimming Pool
amenity_10,property_1295,Backup Electricity / Generator
amenity_1,property_1296,Car Parking
amenity_2,property_1296,Commercial area
amenity_8,property_1296,Gym/Fitness Center
amenity_3,property_1296,Lift / Elevator
amenity_9,property_1296,Non-Flooding
amenity_5,property_1296,Swimming Pool
amenity_10,property_1296,Backup Electricity / Generator
amenity_1,property_1297,Car Parking
amenity_2,property_1297,Commercial area
amenity_9,property_1297,Non-Flooding
amenity_4,property_1297,On main road
amenity_1,property_1298,Car Parking
amenity_9,property_1298,Non-Flooding
amenity_1,property_1299,Car Parking
amenity_2,property_1299,Commercial area
amenity_9,property_1299,Non-Flooding
amenity_1,property_1300,Car Parking
amenity_2,property_1300,Commercial area
amenity_9,property_1300,Non-Flooding
amenity_1,property_1301,Car Parking
amenity_2,property_1301,Commercial area
amenity_9,property_1301,Non-Flooding
amenity_1,property_1302,Car Parking
amenity_2,property_1302,Commercial area
amenity_8,property_1302,Gym/Fitness Center
amenity_3,property_1302,Lift / Elevator
amenity_9,property_1302,Non-Flooding
amenity_5,property_1302,Swimming Pool
amenity_10,property_1302,Backup Electricity / Generator
amenity_1,property_1303,Car Parking
amenity_2,property_1303,Commercial area
amenity_9,property_1303,Non-Flooding
amenity_1,property_1304,Car Parking
amenity_2,property_1304,Commercial area
amenity_9,property_1304,Non-Flooding
amenity_1,property_1305,Car Parking
amenity_2,property_1305,Commercial area
amenity_3,property_1305,Lift / Elevator
amenity_9,property_1305,Non-Flooding
amenity_5,property_1305,Swimming Pool
amenity_10,property_1305,Backup Electricity / Generator
amenity_1,property_1306,Car Parking
amenity_2,property_1306,Commercial area
amenity_8,property_1306,Gym/Fitness Center
amenity_3,property_1306,Lift / Elevator
amenity_9,property_1306,Non-Flooding
amenity_4,property_1306,On main road
amenity_5,property_1306,Swimming Pool
amenity_10,property_1306,Backup Electricity / Generator
amenity_1,property_1307,Car Parking
amenity_2,property_1307,Commercial area
amenity_8,property_1307,Gym/Fitness Center
amenity_3,property_1307,Lift / Elevator
amenity_9,property_1307,Non-Flooding
amenity_4,property_1307,On main road
amenity_5,property_1307,Swimming Pool
amenity_10,property_1307,Backup Electricity / Generator
amenity_1,property_1308,Car Parking
amenity_2,property_1308,Commercial area
amenity_7,property_1308,Garden
amenity_8,property_1308,Gym/Fitness Center
amenity_3,property_1308,Lift / Elevator
amenity_9,property_1308,Non-Flooding
amenity_4,property_1308,On main road
amenity_11,property_1308,Playground
amenity_5,property_1308,Swimming Pool
amenity_10,property_1308,Backup Electricity / Generator
amenity_1,property_1309,Car Parking
amenity_2,property_1309,Commercial area
amenity_9,property_1309,Non-Flooding
amenity_1,property_1310,Car Parking
amenity_2,property_1310,Commercial area
amenity_9,property_1310,Non-Flooding
amenity_4,property_1310,On main road
amenity_1,property_1311,Car Parking
amenity_2,property_1311,Commercial area
amenity_9,property_1311,Non-Flooding
amenity_1,property_1312,Car Parking
amenity_2,property_1312,Commercial area
amenity_9,property_1312,Non-Flooding
No_amenities,property_1313,No amenities
amenity_1,property_1314,Car Parking
amenity_2,property_1314,Commercial area
amenity_9,property_1314,Non-Flooding
amenity_1,property_1315,Car Parking
amenity_2,property_1315,Commercial area
amenity_9,property_1315,Non-Flooding
amenity_1,property_1316,Car Parking
amenity_2,property_1316,Commercial area
amenity_9,property_1316,Non-Flooding
amenity_4,property_1316,On main road
amenity_1,property_1317,Car Parking
amenity_9,property_1317,Non-Flooding
No_amenities,property_1318,No amenities
No_amenities,property_1319,No amenities
amenity_1,property_1320,Car Parking
amenity_2,property_1320,Commercial area
amenity_9,property_1320,Non-Flooding
amenity_1,property_1321,Car Parking
amenity_2,property_1321,Commercial area
amenity_9,property_1321,Non-Flooding
amenity_1,property_1322,Car Parking
amenity_2,property_1322,Commercial area
amenity_6,property_1322,Common Area
amenity_9,property_1322,Non-Flooding
amenity_1,property_1323,Car Parking
amenity_6,property_1323,Common Area
amenity_9,property_1323,Non-Flooding
amenity_4,property_1323,On main road
amenity_1,property_1324,Car Parking
amenity_2,property_1324,Commercial area
amenity_9,property_1324,Non-Flooding
amenity_1,property_1325,Car Parking
amenity_2,property_1325,Commercial area
amenity_6,property_1325,Common Area
amenity_9,property_1325,Non-Flooding
No_amenities,property_1326,No amenities
No_amenities,property_1327,No amenities
amenity_1,property_1328,Car Parking
amenity_8,property_1328,Gym/Fitness Center
amenity_3,property_1328,Lift / Elevator
amenity_5,property_1328,Swimming Pool
amenity_1,property_1329,Car Parking
amenity_8,property_1329,Gym/Fitness Center
amenity_3,property_1329,Lift / Elevator
amenity_5,property_1329,Swimming Pool
amenity_1,property_1330,Car Parking
amenity_2,property_1330,Commercial area
amenity_8,property_1330,Gym/Fitness Center
amenity_3,property_1330,Lift / Elevator
amenity_9,property_1330,Non-Flooding
amenity_5,property_1330,Swimming Pool
amenity_10,property_1330,Backup Electricity / Generator
amenity_1,property_1331,Car Parking
amenity_2,property_1331,Commercial area
amenity_9,property_1331,Non-Flooding
amenity_4,property_1331,On main road
amenity_1,property_1332,Car Parking
amenity_2,property_1332,Commercial area
amenity_8,property_1332,Gym/Fitness Center
amenity_3,property_1332,Lift / Elevator
amenity_9,property_1332,Non-Flooding
amenity_5,property_1332,Swimming Pool
amenity_10,property_1332,Backup Electricity / Generator
amenity_1,property_1333,Car Parking
amenity_8,property_1333,Gym/Fitness Center
amenity_3,property_1333,Lift / Elevator
amenity_4,property_1333,On main road
amenity_5,property_1333,Swimming Pool
amenity_1,property_1334,Car Parking
amenity_6,property_1334,Common Area
amenity_7,property_1334,Garden
amenity_8,property_1334,Gym/Fitness Center
amenity_3,property_1334,Lift / Elevator
amenity_4,property_1334,On main road
amenity_11,property_1334,Playground
amenity_14,property_1334,Sauna
amenity_12,property_1334,Sports Facilities
amenity_5,property_1334,Swimming Pool
amenity_1,property_1335,Car Parking
amenity_2,property_1335,Commercial area
amenity_9,property_1335,Non-Flooding
amenity_4,property_1335,On main road
amenity_1,property_1336,Car Parking
amenity_2,property_1336,Commercial area
amenity_9,property_1336,Non-Flooding
amenity_1,property_1337,Car Parking
amenity_2,property_1337,Commercial area
amenity_9,property_1337,Non-Flooding
amenity_1,property_1338,Car Parking
amenity_7,property_1338,Garden
amenity_9,property_1338,Non-Flooding
amenity_4,property_1338,On main road
amenity_5,property_1338,Swimming Pool
amenity_1,property_1339,Car Parking
amenity_2,property_1339,Commercial area
amenity_9,property_1339,Non-Flooding
amenity_1,property_1340,Car Parking
amenity_2,property_1340,Commercial area
amenity_6,property_1340,Common Area
amenity_8,property_1340,Gym/Fitness Center
amenity_3,property_1340,Lift / Elevator
amenity_9,property_1340,Non-Flooding
amenity_4,property_1340,On main road
amenity_5,property_1340,Swimming Pool
amenity_1,property_1341,Car Parking
amenity_2,property_1341,Commercial area
amenity_9,property_1341,Non-Flooding
amenity_1,property_1342,Car Parking
amenity_2,property_1342,Commercial area
amenity_8,property_1342,Gym/Fitness Center
amenity_3,property_1342,Lift / Elevator
amenity_9,property_1342,Non-Flooding
amenity_5,property_1342,Swimming Pool
amenity_1,property_1343,Car Parking
amenity_2,property_1343,Commercial area
amenity_6,property_1343,Common Area
amenity_4,property_1343,On main road
amenity_1,property_1344,Car Parking
amenity_2,property_1344,Commercial area
amenity_6,property_1344,Common Area
amenity_9,property_1344,Non-Flooding
amenity_1,property_1345,Car Parking
amenity_2,property_1345,Commercial area
amenity_6,property_1345,Common Area
amenity_9,property_1345,Non-Flooding
No_amenities,property_1346,No amenities
amenity_1,property_1347,Car Parking
amenity_2,property_1347,Commercial area
amenity_3,property_1347,Lift / Elevator
amenity_9,property_1347,Non-Flooding
amenity_5,property_1347,Swimming Pool
amenity_1,property_1348,Car Parking
amenity_7,property_1348,Garden
amenity_8,property_1348,Gym/Fitness Center
amenity_3,property_1348,Lift / Elevator
amenity_4,property_1348,On main road
amenity_5,property_1348,Swimming Pool
amenity_1,property_1349,Car Parking
amenity_9,property_1349,Non-Flooding
amenity_1,property_1350,Car Parking
amenity_2,property_1350,Commercial area
amenity_6,property_1350,Common Area
amenity_8,property_1350,Gym/Fitness Center
amenity_9,property_1350,Non-Flooding
amenity_4,property_1350,On main road
amenity_5,property_1350,Swimming Pool
amenity_10,property_1350,Backup Electricity / Generator
amenity_1,property_1351,Car Parking
amenity_2,property_1351,Commercial area
amenity_6,property_1351,Common Area
amenity_9,property_1351,Non-Flooding
amenity_1,property_1352,Car Parking
amenity_2,property_1352,Commercial area
amenity_6,property_1352,Common Area
amenity_9,property_1352,Non-Flooding
amenity_4,property_1352,On main road
amenity_1,property_1353,Car Parking
amenity_2,property_1353,Commercial area
amenity_9,property_1353,Non-Flooding
amenity_1,property_1354,Car Parking
amenity_2,property_1354,Commercial area
amenity_6,property_1354,Common Area
amenity_8,property_1354,Gym/Fitness Center
amenity_3,property_1354,Lift / Elevator
amenity_9,property_1354,Non-Flooding
amenity_4,property_1354,On main road
amenity_5,property_1354,Swimming Pool
amenity_10,property_1354,Backup Electricity / Generator
amenity_1,property_1355,Car Parking
amenity_2,property_1355,Commercial area
amenity_9,property_1355,Non-Flooding
amenity_4,property_1355,On main road
amenity_1,property_1356,Car Parking
amenity_6,property_1356,Common Area
amenity_9,property_1356,Non-Flooding
amenity_4,property_1356,On main road
amenity_1,property_1357,Car Parking
amenity_6,property_1357,Common Area
amenity_8,property_1357,Gym/Fitness Center
amenity_3,property_1357,Lift / Elevator
amenity_9,property_1357,Non-Flooding
amenity_5,property_1357,Swimming Pool
amenity_1,property_1358,Car Parking
amenity_2,property_1358,Commercial area
amenity_9,property_1358,Non-Flooding
amenity_4,property_1358,On main road
amenity_1,property_1359,Car Parking
amenity_2,property_1359,Commercial area
amenity_8,property_1359,Gym/Fitness Center
amenity_3,property_1359,Lift / Elevator
amenity_9,property_1359,Non-Flooding
amenity_5,property_1359,Swimming Pool
amenity_10,property_1359,Backup Electricity / Generator
amenity_1,property_1360,Car Parking
amenity_2,property_1360,Commercial area
amenity_9,property_1360,Non-Flooding
amenity_1,property_1361,Car Parking
amenity_2,property_1361,Commercial area
amenity_9,property_1361,Non-Flooding
No_amenities,property_1362,No amenities
amenity_1,property_1363,Car Parking
amenity_2,property_1363,Commercial area
amenity_6,property_1363,Common Area
amenity_8,property_1363,Gym/Fitness Center
amenity_3,property_1363,Lift / Elevator
amenity_9,property_1363,Non-Flooding
amenity_4,property_1363,On main road
amenity_5,property_1363,Swimming Pool
amenity_1,property_1364,Car Parking
amenity_2,property_1364,Commercial area
amenity_9,property_1364,Non-Flooding
amenity_1,property_1365,Car Parking
amenity_2,property_1365,Commercial area
amenity_9,property_1365,Non-Flooding
amenity_1,property_1366,Car Parking
amenity_2,property_1366,Commercial area
amenity_6,property_1366,Common Area
amenity_9,property_1366,Non-Flooding
amenity_1,property_1367,Car Parking
amenity_9,property_1367,Non-Flooding
amenity_1,property_1368,Car Parking
amenity_2,property_1368,Commercial area
amenity_9,property_1368,Non-Flooding
amenity_1,property_1369,Car Parking
amenity_9,property_1369,Non-Flooding
amenity_1,property_1370,Car Parking
amenity_2,property_1370,Commercial area
amenity_3,property_1370,Lift / Elevator
amenity_9,property_1370,Non-Flooding
amenity_1,property_1371,Car Parking
amenity_9,property_1371,Non-Flooding
amenity_1,property_1372,Car Parking
amenity_6,property_1372,Common Area
amenity_9,property_1372,Non-Flooding
amenity_1,property_1373,Car Parking
amenity_2,property_1373,Commercial area
amenity_8,property_1373,Gym/Fitness Center
amenity_3,property_1373,Lift / Elevator
amenity_9,property_1373,Non-Flooding
amenity_5,property_1373,Swimming Pool
amenity_10,property_1373,Backup Electricity / Generator
amenity_1,property_1374,Car Parking
amenity_2,property_1374,Commercial area
amenity_9,property_1374,Non-Flooding
amenity_1,property_1375,Car Parking
amenity_2,property_1375,Commercial area
amenity_9,property_1375,Non-Flooding
amenity_1,property_1376,Car Parking
amenity_6,property_1376,Common Area
amenity_7,property_1376,Garden
amenity_8,property_1376,Gym/Fitness Center
amenity_3,property_1376,Lift / Elevator
amenity_9,property_1376,Non-Flooding
amenity_5,property_1376,Swimming Pool
amenity_10,property_1376,Backup Electricity / Generator
amenity_1,property_1377,Car Parking
amenity_6,property_1377,Common Area
amenity_8,property_1377,Gym/Fitness Center
amenity_3,property_1377,Lift / Elevator
amenity_9,property_1377,Non-Flooding
amenity_5,property_1377,Swimming Pool
amenity_1,property_1378,Car Parking
amenity_2,property_1378,Commercial area
amenity_9,property_1378,Non-Flooding
amenity_1,property_1379,Car Parking
amenity_6,property_1379,Common Area
amenity_9,property_1379,Non-Flooding
No_amenities,property_1380,No amenities
amenity_1,property_1381,Car Parking
amenity_2,property_1381,Commercial area
amenity_3,property_1381,Lift / Elevator
amenity_9,property_1381,Non-Flooding
No_amenities,property_1382,No amenities
amenity_1,property_1383,Car Parking
amenity_2,property_1383,Commercial area
amenity_8,property_1383,Gym/Fitness Center
amenity_3,property_1383,Lift / Elevator
amenity_9,property_1383,Non-Flooding
amenity_5,property_1383,Swimming Pool
amenity_10,property_1383,Backup Electricity / Generator
amenity_1,property_1384,Car Parking
amenity_6,property_1384,Common Area
amenity_8,property_1384,Gym/Fitness Center
amenity_3,property_1384,Lift / Elevator
amenity_9,property_1384,Non-Flooding
amenity_5,property_1384,Swimming Pool
amenity_1,property_1385,Car Parking
amenity_6,property_1385,Common Area
amenity_8,property_1385,Gym/Fitness Center
amenity_3,property_1385,Lift / Elevator
amenity_9,property_1385,Non-Flooding
amenity_5,property_1385,Swimming Pool
amenity_1,property_1386,Car Parking
amenity_2,property_1386,Commercial area
amenity_8,property_1386,Gym/Fitness Center
amenity_3,property_1386,Lift / Elevator
amenity_9,property_1386,Non-Flooding
amenity_4,property_1386,On main road
amenity_14,property_1386,Sauna
amenity_5,property_1386,Swimming Pool
amenity_10,property_1386,Backup Electricity / Generator
amenity_1,property_1387,Car Parking
amenity_2,property_1387,Commercial area
amenity_9,property_1387,Non-Flooding
amenity_1,property_1388,Car Parking
amenity_6,property_1388,Common Area
amenity_9,property_1388,Non-Flooding
amenity_1,property_1389,Car Parking
amenity_2,property_1389,Commercial area
amenity_9,property_1389,Non-Flooding
amenity_1,property_1390,Car Parking
amenity_2,property_1390,Commercial area
amenity_9,property_1390,Non-Flooding
amenity_1,property_1391,Car Parking
amenity_2,property_1391,Commercial area
amenity_9,property_1391,Non-Flooding
No_amenities,property_1392,No amenities
amenity_1,property_1393,Car Parking
amenity_2,property_1393,Commercial area
amenity_6,property_1393,Common Area
amenity_7,property_1393,Garden
amenity_8,property_1393,Gym/Fitness Center
amenity_3,property_1393,Lift / Elevator
amenity_9,property_1393,Non-Flooding
amenity_4,property_1393,On main road
amenity_5,property_1393,Swimming Pool
amenity_10,property_1393,Backup Electricity / Generator
amenity_1,property_1394,Car Parking
amenity_9,property_1394,Non-Flooding
amenity_1,property_1395,Car Parking
amenity_2,property_1395,Commercial area
amenity_9,property_1395,Non-Flooding
amenity_4,property_1395,On main road
amenity_1,property_1396,Car Parking
amenity_2,property_1396,Commercial area
amenity_9,property_1396,Non-Flooding
amenity_1,property_1397,Car Parking
amenity_2,property_1397,Commercial area
amenity_6,property_1397,Common Area
amenity_8,property_1397,Gym/Fitness Center
amenity_3,property_1397,Lift / Elevator
amenity_9,property_1397,Non-Flooding
amenity_4,property_1397,On main road
amenity_14,property_1397,Sauna
amenity_5,property_1397,Swimming Pool
amenity_10,property_1397,Backup Electricity / Generator
amenity_1,property_1398,Car Parking
amenity_9,property_1398,Non-Flooding
amenity_1,property_1399,Car Parking
amenity_2,property_1399,Commercial area
amenity_9,property_1399,Non-Flooding
amenity_1,property_1400,Car Parking
amenity_3,property_1400,Lift / Elevator
amenity_4,property_1400,On main road
amenity_5,property_1400,Swimming Pool
amenity_1,property_1401,Car Parking
amenity_3,property_1401,Lift / Elevator
amenity_4,property_1401,On main road
amenity_5,property_1401,Swimming Pool
No_amenities,property_1402,No amenities
amenity_1,property_1403,Car Parking
amenity_8,property_1403,Gym/Fitness Center
amenity_3,property_1403,Lift / Elevator
amenity_4,property_1403,On main road
amenity_5,property_1403,Swimming Pool
No_amenities,property_1404,No amenities
No_amenities,property_1405,No amenities
amenity_1,property_1406,Car Parking
amenity_3,property_1406,Lift / Elevator
amenity_5,property_1406,Swimming Pool
amenity_9,property_1407,Non-Flooding
amenity_1,property_1408,Car Parking
amenity_9,property_1408,Non-Flooding
amenity_1,property_1409,Car Parking
amenity_2,property_1409,Commercial area
amenity_9,property_1409,Non-Flooding
amenity_1,property_1410,Car Parking
amenity_2,property_1410,Commercial area
amenity_9,property_1410,Non-Flooding
amenity_1,property_1411,Car Parking
amenity_9,property_1411,Non-Flooding
amenity_1,property_1412,Car Parking
amenity_2,property_1412,Commercial area
